event_time_utc,capture_utc,message_type,mmsi,ship_name,imo,call_sign,latitude,longitude,sog_knots,speed_category,is_moving,cog_degrees,true_heading,navigational_status,nav_status_name,destination,eta,vessel_type,vessel_type_name,vessel_category,port_guess,source,data_type,granularity,year,month,day,hour
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,StaticDataReport,525100095,MEGAMAS SWEET,,,1.26393,103.8323,,Unknown,False,,,,Not reported,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,636013118,YM INSTRUCTION,,,1.21927,103.81743,1.8,Slow / manoeuvring,True,240.5,270.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,566753000,HAI SOON 33,,,1.20711,103.85619,7.9,Transit,True,64.6,52.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,538011746,BLUE GRETHA,,,1.22248,103.90738,5.0,Transit,True,248.1,247.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563074570,VISION 225,,,1.2629,103.82865,0.0,Stationary,False,228.6,511.0,15.0,Not defined,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563082690,ARUNDINA,,,1.3028,103.99783,0.0,Stationary,False,208.3,274.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,ShipStaticData,636024881,BOUBOULINA,9298753.0,5LUT2,1.26507,103.90308,,Unknown,False,,,,Not reported,"SG PEBG""B""","{'Day': 4, 'Hour': 6, 'Minute': 0, 'Month': 4}",80.0,Tanker,Tanker,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,613003614,NOCTIS,,,1.26079,103.90903,0.0,Stationary,False,342.6,248.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,ShipStaticData,563322300,TOP HONOR,1108500.0,9VMP6,1.27456,103.89744,,Unknown,False,,,,Not reported,SG_PEBGA,"{'Day': 2, 'Hour': 6, 'Minute': 0, 'Month': 4}",70.0,Cargo vessel,Cargo,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563227800,SYUKUR,,,1.25837,103.82303,0.0,Stationary,False,360.0,511.0,2.0,Not under command,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,ShipStaticData,209920000,CMA CGM NABUCCO,9299630.0,5BLX5,1.2566,103.78243,,Unknown,False,,,,Not reported,SGSIN,"{'Day': 4, 'Hour': 5, 'Minute': 45, 'Month': 4}",73.0,Cargo vessel (hazmat C),Cargo,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,ShipStaticData,563856000,JUMA,9767912.0,9V3733,1.20032,103.73939,,Unknown,False,,,,Not reported,ARP,"{'Day': 5, 'Hour': 3, 'Minute': 45, 'Month': 4}",80.0,Tanker,Tanker,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,477131900,,,,1.15883,103.47188,13.6,Cruising,True,120.7,120.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,374890000,EAGLE ASIA 10,,,1.19514,103.68197,0.0,Stationary,False,129.1,225.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,677034400,GOLDEN STAR 1,,,1.2651,103.84203,0.0,Stationary,False,218.3,511.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,AddressedBinaryMessage,5631137,,,,1.22564,103.77848,,Unknown,False,,,,Not reported,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,StandardClassBPositionReport,563069180,REGENT BRAVO,,,1.25583,103.87181,0.0,Stationary,False,9.8,511.0,,Not reported,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563070940,MPA 4,,,1.22349,103.85213,0.0,Stationary,False,360.0,344.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563265000,KOTA LESTARI,,,1.10856,103.74018,12.4,Cruising,True,35.0,37.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,565602000,PILOT GP49,,,1.2573,103.8417,0.3,Slow / manoeuvring,False,212.5,43.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,413347470,DING HENG 25,,,1.23828,103.79604,0.0,Stationary,False,46.9,307.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563069230,PSA OAK WW60,,,1.28114,103.76635,1.5,Slow / manoeuvring,True,120.7,128.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,565615000,NAWATA BHUM,,,1.25846,103.77945,0.0,Stationary,False,295.3,121.0,5.0,Moored,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563010320,OIGAWA,,,1.18543,103.80662,7.2,Transit,True,245.0,251.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563009290,SD EMERALD,,,1.25405,103.87077,0.0,Stationary,False,360.0,511.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,StandardClassBPositionReport,533133686,ISLAND B,,,1.26556,103.81169,0.0,Stationary,False,360.0,511.0,,Not reported,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,565893000,KOTA NAGA,,,1.21899,103.89422,6.3,Transit,True,335.5,320.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,ShipStaticData,563127800,ES JEWEL,9507166.0,9V5391,1.24744,103.81001,,Unknown,False,,,,Not reported,SG AWW,"{'Day': 29, 'Hour': 9, 'Minute': 0, 'Month': 3}",80.0,Tanker,Tanker,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,ShipStaticData,205083000,BOKA TIAMAT,9792527.0,ORUE,1.27621,103.88362,,Unknown,False,,,,Not reported,AEW,"{'Day': 31, 'Hour': 17, 'Minute': 30, 'Month': 3}",79.0,Cargo vessel (other),Cargo,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,ShipStaticData,563073570,MAJU MERCURY,9423097.0,9V6847,1.23823,103.75959,,Unknown,False,,,,Not reported,SINGAPORE,"{'Day': 7, 'Hour': 18, 'Minute': 0, 'Month': 7}",52.0,Tug,Tug / Support,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,636023273,MSC REN V,,,1.15729,103.77175,13.7,Cruising,True,247.8,245.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,ShipStaticData,563034080,STL H4,9763526.0,9V3026,1.20392,103.7346,,Unknown,False,,,,Not reported,SINGAPORE,"{'Day': 0, 'Hour': 0, 'Minute': 0, 'Month': 0}",16.0,Type 16,Other,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,352005622,THEA,,,1.26132,103.92208,0.0,Stationary,False,25.8,249.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,BaseStationReport,5631106,,,,1.26667,103.85,,Unknown,False,,,,Not reported,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,ShipStaticData,249654000,BOKA STRIKER,9737230.0,9HA6340,1.27312,103.87891,,Unknown,False,,,,Not reported,SG SIN,"{'Day': 29, 'Hour': 10, 'Minute': 0, 'Month': 1}",90.0,Other vessel type,Other,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,ShipStaticData,565602000,PILOT GP49,0.0,9V7681,1.2573,103.8417,,Unknown,False,,,,Not reported,,"{'Day': 1, 'Hour': 0, 'Minute': 0, 'Month': 12}",50.0,Pilot vessel,Pilot / SAR,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,636018553,GSL ROSSI,,,1.19511,103.62938,6.9,Transit,True,283.2,282.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,574972000,PHUC THUAN 36,,,1.24278,103.81218,0.1,Stationary,False,191.3,511.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,566496000,MARINE ORACLE,,,1.2048,103.79261,0.0,Stationary,False,16.8,156.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563086080,PILOT 15,,,1.25712,103.84119,0.0,Stationary,False,61.6,511.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,566072000,CSM 1,,,1.22765,103.71756,0.0,Stationary,False,346.7,289.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,566686000,DEMURE,,,1.22445,103.70755,0.0,Stationary,False,291.3,239.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563322300,TOP HONOR,,,1.27461,103.89761,0.0,Stationary,False,137.1,221.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563141000,NOC 8,,,1.2437,103.71735,4.0,Transit,True,230.8,511.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,413595480,SHENG HANG HUA 16,,,1.20507,103.6633,11.3,Transit,True,3.2,2.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,AidsToNavigationReport,995636003,,,,1.28892,103.97053,,Unknown,False,,,,Not reported,,None,28.0,Vessel (anti-pollution),Other,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,477521300,SITC MAKASSAR,,,1.17843,103.81541,13.1,Cruising,True,245.7,246.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563215500,ZEVIROUS,,,1.22516,103.71487,0.1,Stationary,False,187.6,267.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563098800,MARINE VICKY,,,1.25064,103.90991,1.7,Slow / manoeuvring,True,204.1,228.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563027990,STAR 2,,,1.24812,103.87948,3.0,Transit,True,70.4,511.0,5.0,Moored,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,352003635,GLORY SKY,,,1.25066,103.79523,0.0,Stationary,False,170.7,317.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,403500000,,,,1.25512,103.98133,9.2,Transit,True,247.7,250.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,636016177,TRANCURA,,,1.1602,103.69842,9.5,Transit,True,301.9,301.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563132900,ESSENCE,,,1.27583,103.77978,0.1,Stationary,False,229.0,295.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,ShipStaticData,563321500,MAERSK CRETE,9786190.0,S6UP2,1.21381,103.82216,,Unknown,False,,,,Not reported,AWQI ANCHORAGE,"{'Day': 3, 'Hour': 6, 'Minute': 0, 'Month': 4}",89.0,Tanker (other),Tanker,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,564058426,NOBLE VALOUR,,,1.24501,103.7839,11.9,Transit,True,169.2,511.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,StandardClassBPositionReport,572133210,EM 33,,,1.25893,103.82151,0.2,Stationary,False,303.9,511.0,,Not reported,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,235082896,EDISON,,,1.24441,103.89494,0.0,Stationary,False,336.8,232.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,ShipStaticData,413059000,XIN YANG ZHOU,9262120.0,BPBI,1.27073,103.78531,,Unknown,False,,,,Not reported,HKHKG,"{'Day': 4, 'Hour': 14, 'Minute': 0, 'Month': 4}",71.0,Cargo vessel (hazmat A),Cargo,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,566685000,SEA SOLIDARITY,,,1.24952,103.78638,3.2,Transit,True,294.7,511.0,8.0,Under way sailing,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563204400,DILIGENCE,,,1.29719,103.96275,0.0,Stationary,False,353.3,268.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563014650,,,,1.30082,103.94847,0.0,Stationary,False,214.7,511.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,312092000,PENGUIN AMAN,,,1.1921,103.79476,0.9,Slow / manoeuvring,True,78.3,511.0,15.0,Not defined,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,StandardClassBPositionReport,457826000,,,,1.27029,103.85407,0.1,Stationary,False,0.0,511.0,,Not reported,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,565004000,PORT KELANG EXPRESS,,,1.2799,103.76655,0.0,Stationary,False,122.7,122.0,5.0,Moored,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563087110,,,,1.28554,103.887,0.3,Slow / manoeuvring,False,184.8,511.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563087040,PILOT 18,,,1.18338,103.79115,22.5,Cruising,True,77.1,511.0,15.0,Not defined,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,354077000,LONGHUNG 5,,,1.24745,103.79855,0.1,Stationary,False,196.0,265.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,AidsToNavigationReport,5631137,,,,1.22564,103.77848,,Unknown,False,,,,Not reported,,None,3.0,Type 3,Other,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,DataLinkManagementMessage,5250012,,,,1.18117,104.0145,,Unknown,False,,,,Not reported,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,413059000,XIN YANG ZHOU,,,1.27071,103.78531,0.0,Stationary,False,147.2,30.0,5.0,Moored,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563025390,BONITA,,,1.21766,103.71897,0.0,Stationary,False,92.9,511.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,371233000,MSC PALOMA,,,1.20053,103.8588,7.2,Transit,True,242.6,245.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563098800,MARINE VICKY,,,1.25059,103.90988,1.6,Slow / manoeuvring,True,206.8,230.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,613003614,NOCTIS,,,1.26081,103.90904,0.0,Stationary,False,342.6,248.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,538008595,STAR SAPPHIRE,,,1.25579,103.94894,2.4,Slow / manoeuvring,True,228.4,188.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,ShipStaticData,477148200,SHANDONG DA ZHI,9593957.0,VRRI4,1.13343,103.72622,,Unknown,False,,,,Not reported,PDM BRAZIL,"{'Day': 16, 'Hour': 1, 'Minute': 0, 'Month': 5}",70.0,Cargo vessel,Cargo,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563100900,MARINE YANGTZE,,,1.2561,103.78668,0.0,Stationary,False,206.0,30.0,5.0,Moored,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563147600,PSA WANDA (NN26),,,1.28631,103.76375,7.1,Transit,True,273.3,511.0,5.0,Moored,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563253500,MARINE AZURE,,,1.25136,103.68858,0.0,Stationary,False,290.3,345.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,352001077,DAI THANH,,,1.27022,103.73862,0.1,Stationary,False,117.4,47.0,5.0,Moored,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,StaticDataReport,563081110,,,,1.227,103.77781,,Unknown,False,,,,Not reported,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563084060,CLEANSEAS FRIENDLY,,,1.20697,103.79169,0.0,Stationary,False,106.3,160.0,8.0,Under way sailing,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563030060,PILOT GP61,,,1.25736,103.84172,0.1,Stationary,False,0.0,511.0,15.0,Not defined,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,636017817,,,,1.08093,103.5844,12.0,Cruising,True,127.0,128.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,241949000,OCEAN STAR,,,1.23732,103.9479,4.6,Transit,True,26.0,359.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,564778000,HY PARTNER,,,1.27344,103.89263,0.2,Stationary,False,283.2,511.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,477148200,SHANDONG DA ZHI,,,1.13402,103.72448,9.9,Transit,True,288.5,291.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563141500,PSA FALCON CS07,,,1.25509,103.77546,3.8,Transit,True,331.8,328.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,352002037,ASPHALT ALLIANCE,,,1.24485,103.79155,0.0,Stationary,False,47.4,296.0,1.0,At anchor,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,312871000,,,,1.26747,103.88413,5.6,Transit,True,253.0,511.0,15.0,Not defined,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563060100,PSA HULK CS04,,,1.26834,103.77036,0.0,Stationary,False,20.3,511.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,PositionReport,563069950,EVER BRIGHT,,,1.29837,103.9379,0.0,Stationary,False,223.0,276.0,0.0,Under way using engine,,None,,Unknown,Unknown,Singapore,aisstream,vessel_movement,event,2026,4,4,21
2026-04-04 21:16:19.891862+00:00,2026-04-04 21:16:19.891862+00:00,ShipStaticData,564778000,HY PARTNER,9112038.0,9V3974,1.27344,103.89263,,Unknown,False,,,,Not reported,BST2,"{'Day': 8, 'Hour': 21, 'Minute': 0, 'Month': 12}",80.0,Tanker,Tanker,Singapore,aisstream,vessel_movement,event,2026,4,4,21
